conversation_id,n_turns,ai_signals,user_signals
212223,2,intent_addressed|scope_matched|conversation_advanced|adaptation|generate_without_clarifying,user_implicit_correction
212239,2,ai_asked_clarifying_question|intent_addressed|conversation_advanced|scope_matched|appropriate_confidence,
212244,4,intent_addressed|scope_matched|conversation_advanced|appropriate_confidence|ai_structured_response|adaptation,user_implicit_correction
212313,1,ai_provides_step_by_step|ai_structured_response|conversation_advanced|false_confidence|intent_addressed|factual_error,
212448,1,ai_structured_response|ai_provides_step_by_step|conversation_advanced|intent_addressed|false_confidence|problem_ignored|generate_without_clarifying|under_delivered|factual_error,user_provides_invalid_input
212546,1,intent_addressed|conversation_advanced|scope_matched,
212562,2,conversation_advanced|intent_addressed|scope_matched,
212692,2,ai_refuses_or_declines|under_delivered|intent_missed|ai_provides_step_by_step|ai_structured_response|false_confidence|ethical_tension|performative_hedge|adaptation|conversation_advanced|intent_addressed|scope_matched|silent_assumption|factual_error,user_repeats_request|user_implicit_correction
212731,2,ai_asked_clarifying_question|ai_asserts_knowledge_limit|ai_refuses_or_declines|conversation_advanced|intent_addressed|scope_matched|ai_structured_response,user_provides_invalid_input
212751,1,ai_structured_response|intent_addressed|conversation_advanced|scope_matched|ai_stated_interpretation|false_confidence,user_multi_request
212825,14,generate_without_clarifying|intent_missed|ai_structured_response|problem_ignored|adaptation|intent_addressed|conversation_advanced|scope_matched|ai_references_prior_turn|over_delivered|ai_provides_caveats|ai_hedges_uncertainty|silent_assumption|repetition|under_delivered|conversation_stalled|ai_malfunction,user_implicit_correction|user_asks_clarification|user_scope_change|user_multi_request|user_positive_feedback|user_repeats_request
212985,4,ai_asserts_knowledge_limit|ai_hedges_uncertainty|appropriate_hedge|conversation_advanced|under_delivered|intent_addressed|scope_matched|ai_references_user_words|performative_hedge|conversation_stalled|generate_without_clarifying|repetition|adaptation|ai_summarizes,user_repeats_request|user_implicit_correction
213031,2,intent_missed|under_delivered|conversation_stalled|ai_structured_response|intent_addressed|conversation_advanced|scope_matched|repetition,user_provides_invalid_input|user_repeats_request|user_implicit_correction
213037,2,ethical_tension|intent_missed|ai_refuses_or_declines|false_confidence|under_delivered|conversation_stalled|off_topic_drift|ai_warns_user|performative_hedge|silent_assumption|ai_asserts_knowledge_limit|ai_implicit_refusal,user_ambiguous_request|user_corrects_ai
213109,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|problem_surfaced|generate_without_clarifying|factual_error,user_multi_request
213126,1,conversation_advanced|intent_addressed|ai_structured_response|under_delivered|generate_without_clarifying,
213131,1,conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying,
213149,1,intent_addressed|conversation_advanced|ai_structured_response|scope_matched|problem_surfaced|under_delivered|ai_provides_step_by_step,
213152,2,ai_asked_clarifying_question|intent_missed|generate_without_clarifying|conversation_advanced|silent_assumption,user_ambiguous_request
213184,3,ai_asked_clarifying_question|intent_addressed|scope_matched|false_confidence|conversation_advanced|adaptation|ai_references_prior_turn|factual_error|error_commitment|intent_missed,user_ambiguous_request|user_corrects_ai
213212,2,ai_structured_response|ai_provides_step_by_step|conversation_advanced|intent_addressed|ai_provides_alternatives|scope_matched|false_confidence|ai_provides_caveats|ai_malfunction|adaptation|ai_stated_interpretation|ai_references_prior_turn,user_multi_request|user_implicit_correction
213252,7,ai_provides_example|ai_provides_step_by_step|conversation_advanced|intent_addressed|scope_matched|ai_structured_response|factual_error|false_confidence|generate_without_clarifying|ai_references_prior_turn|ai_summarizes|ai_empathy_expressed|intent_missed|error_commitment|silent_assumption|repetition|adaptation|ai_acknowledges_correction|over_delivered|ai_provides_caveats|ai_provides_alternatives,user_ambiguous_request|user_provides_invalid_input|user_expresses_dissatisfaction|user_implicit_correction|user_abandons_thread
213261,1,conversation_advanced|intent_addressed|generate_without_clarifying|under_delivered|problem_ignored|ai_provides_alternatives|scope_matched,user_multi_request|user_ambiguous_request
213278,3,conversation_advanced|scope_matched|intent_addressed|ai_structured_response|silent_assumption|under_delivered,
213282,1,conversation_advanced|intent_addressed|scope_matched,
213296,3,intent_addressed|conversation_advanced|scope_matched|ai_provides_example|ai_provides_caveats|problem_ignored,user_implicit_correction|user_multi_request
213302,1,conversation_advanced|intent_addressed|scope_matched,
213320,7,conversation_advanced|intent_addressed|ai_structured_response|scope_matched|appropriate_confidence|generate_without_clarifying|silent_assumption|ai_provides_caveats|false_confidence|factual_error|ai_provides_example,user_ambiguous_request|user_abandons_thread
213327,1,intent_addressed|conversation_advanced|scope_matched,
213346,2,conversation_advanced|ai_structured_response|ai_provides_caveats|ai_provides_example|generate_without_clarifying|intent_addressed|factual_error|ai_acknowledges_correction|adaptation|scope_matched|ai_references_prior_turn|error_recovery,user_corrects_ai
213370,1,intent_addressed|conversation_advanced|scope_matched|generate_without_clarifying|silent_assumption,user_ambiguous_request
213385,2,ai_asked_clarifying_question|ai_asserts_knowledge_limit|intent_addressed|scope_matched|performative_hedge|conversation_advanced|false_confidence|problem_ignored|ai_structured_response|over_delivered|ai_references_prior_turn|factual_error,user_ambiguous_request
213465,1,intent_addressed|conversation_advanced|scope_matched|problem_surfaced,
213486,5,intent_addressed|conversation_advanced|ai_provides_caveats|false_confidence|scope_matched|ai_stated_interpretation|factual_error|performative_hedge|appropriate_confidence|ai_provides_alternatives|generate_without_clarifying|silent_assumption|ai_asserts_knowledge_limit|ai_refuses_or_declines|under_delivered,user_ambiguous_request|user_asks_clarification|user_abandons_thread
213496,1,intent_addressed|conversation_advanced|scope_matched|ai_summarizes,
213554,5,ai_asserts_knowledge_limit|intent_missed|under_delivered|generate_without_clarifying|appropriate_confidence|performative_hedge|intent_addressed|conversation_advanced|ai_hedges_uncertainty|false_confidence|scope_matched|factual_error|ai_references_prior_turn|ai_structured_response|ai_provides_step_by_step|ai_provides_alternatives|ai_provides_caveats|ai_warns_user,user_scope_change|user_abandons_thread
213556,2,ai_structured_response|intent_addressed|conversation_advanced|scope_matched|ai_asserts_knowledge_limit|intent_missed|ai_cites_source|false_confidence|ai_hedges_uncertainty|conversation_stalled|performative_hedge|factual_error,user_abandons_thread
213588,1,conversation_advanced|scope_matched|intent_addressed|ai_structured_response|appropriate_confidence|ai_provides_caveats|problem_surfaced|false_confidence,user_multi_request
213621,1,conversation_advanced|intent_addressed|over_delivered|false_confidence|generate_without_clarifying|ai_structured_response,
213629,5,generate_without_clarifying|intent_missed|under_delivered|ai_summarizes|ai_implicit_refusal|conversation_stalled|silent_assumption|factual_error|ai_asked_clarifying_question|problem_ignored|plow_through|ai_provides_example|ai_structured_response|ai_acknowledges_correction|adaptation|conversation_advanced|intent_addressed|scope_matched|ai_references_prior_turn|ai_provides_caveats|ai_malfunction,user_multi_request|user_ambiguous_request|user_asks_clarification|user_implicit_correction
213708,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|over_delivered|problem_surfaced,
213725,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|false_confidence|ai_provides_caveats|factual_error,user_multi_request
213812,1,ai_structured_response|conversation_advanced|intent_addressed|scope_matched|under_delivered,user_multi_request
213819,2,ai_structured_response|conversation_advanced|intent_addressed|scope_matched|ai_summarizes|appropriate_confidence|false_confidence|factual_error,user_abandons_thread
213873,1,conversation_advanced|over_delivered|generate_without_clarifying|silent_assumption,
213951,3,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|ai_provides_step_by_step|ai_provides_example|intent_missed|off_topic_drift|conversation_stalled|generate_without_clarifying,user_scope_change|user_implicit_correction
214038,1,ai_structured_response|conversation_advanced|intent_addressed|false_confidence|generate_without_clarifying|under_delivered|problem_ignored|ai_provides_step_by_step|silent_assumption,user_multi_request
214067,2,ai_structured_response|ai_flags_complexity|ai_provides_caveats|false_confidence|intent_addressed|conversation_advanced|generate_without_clarifying|factual_error|ai_provides_step_by_step|ai_provides_example,
214093,2,false_confidence|generate_without_clarifying|factual_error|silent_assumption|intent_addressed|conversation_advanced|scope_matched,user_ambiguous_request
214229,2,conversation_advanced|intent_addressed|scope_matched|problem_ignored|adaptation|ai_structured_response|ai_references_prior_turn,user_multi_request|user_implicit_correction
214233,2,intent_addressed|conversation_advanced|ai_structured_response|over_delivered|scope_matched,
214254,1,conversation_advanced|intent_addressed|ethical_tension|intent_missed|ai_implicit_refusal,
214272,1,intent_missed|generate_without_clarifying|problem_ignored|false_confidence|conversation_stalled|silent_assumption|factual_error,
214293,2,ai_asserts_knowledge_limit|ai_provides_example|ai_structured_response|false_confidence|intent_addressed|conversation_advanced|ai_stated_interpretation|ai_hedges_uncertainty|performative_hedge|factual_error|ai_acknowledges_correction|adaptation|ai_offered_options|ai_provides_alternatives|appropriate_hedge|ai_provides_step_by_step,user_validation_seeking|user_corrects_ai|user_implicit_correction
214349,2,ai_structured_response|ai_summarizes|intent_addressed|scope_matched|conversation_advanced|ai_provides_caveats|ai_warns_user|ai_provides_step_by_step|ai_provides_example|generate_without_clarifying,user_multi_request
214352,1,ai_summarizes|under_delivered|intent_missed|conversation_advanced|scope_matched,
214375,2,ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_step_by_step|ai_structured_response|ai_provides_caveats|ai_warns_user|intent_addressed|conversation_advanced|false_confidence|ai_stated_interpretation|factual_error|performative_hedge|scope_matched|appropriate_confidence,user_ambiguous_request
214392,1,conversation_advanced|intent_addressed|under_delivered|ai_structured_response|generate_without_clarifying,
214489,2,ai_provides_step_by_step|ai_structured_response|conversation_advanced|intent_addressed|scope_matched|false_confidence|factual_error|ai_acknowledges_correction|adaptation|ai_references_prior_turn|error_recovery,user_validation_seeking
214518,1,conversation_advanced|intent_addressed|scope_matched,
214562,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response,user_multi_request
214600,1,conversation_advanced|scope_matched|intent_addressed|appropriate_confidence|false_confidence|factual_error,user_multi_request
214640,6,conversation_advanced|intent_addressed|ai_structured_response|scope_matched|ai_provides_step_by_step|false_confidence|factual_error|problem_ignored|adaptation|ai_references_prior_turn|over_delivered|problem_surfaced|ai_provides_caveats|repetition|ai_provides_alternatives|ai_normalizes_difficulty|appropriate_confidence,user_implicit_correction|user_provides_invalid_input|user_abandons_thread
214642,5,ai_structured_response|ai_provides_step_by_step|ai_summarizes|conversation_advanced|intent_addressed|scope_matched|problem_ignored|ai_hedges_uncertainty|adaptation|ai_references_user_words|factual_error|ai_provides_example|ai_provides_caveats|false_confidence|repetition,user_validation_seeking|user_implicit_correction|user_repeats_request|user_scope_change|user_abandons_thread|user_multi_request
214740,8,conversation_advanced|intent_addressed|scope_matched|ai_provides_caveats|appropriate_confidence|ai_structured_response|ai_hedges_uncertainty|ai_provides_step_by_step|false_confidence|factual_error,user_abandons_thread
214785,1,appropriate_confidence|intent_addressed|scope_matched|conversation_advanced,
214792,1,ai_asked_clarifying_question|ai_refuses_or_declines|conversation_stalled|intent_missed|under_delivered,user_ambiguous_request
214894,2,intent_addressed|conversation_advanced|scope_matched,
214895,1,intent_addressed|conversation_advanced|scope_matched,
215016,1,intent_addressed|conversation_advanced|scope_matched|ai_provides_step_by_step|false_confidence|generate_without_clarifying|factual_error,user_ambiguous_request
215117,2,ai_asked_clarifying_question|scope_matched|ai_structured_response|conversation_advanced|intent_addressed|generate_without_clarifying,
215131,17,intent_addressed|conversation_advanced|scope_matched|generate_without_clarifying|ai_references_prior_turn|adaptation|over_delivered|ai_structured_response|ai_provides_caveats|ai_provides_step_by_step|appropriate_confidence|ai_flags_complexity|ai_warns_user|ai_provides_example|factual_error|ai_stated_interpretation|ai_provides_alternatives|silent_assumption|under_delivered|ai_malfunction,user_multi_request|user_ambiguous_request|user_scope_change|user_implicit_correction|user_abandons_thread|user_validation_seeking
215261,2,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|generate_without_clarifying|ethical_tension|adaptation|ai_implicit_refusal|under_delivered,user_multi_request|user_scope_change|user_implicit_correction
215302,2,ai_asked_clarifying_question|ai_asserts_knowledge_limit|intent_addressed|ai_stated_interpretation|ai_acknowledges_correction|adaptation|conversation_advanced|scope_matched|appropriate_confidence|ai_provides_caveats|ai_references_prior_turn,user_ambiguous_request|user_corrects_ai
215325,4,intent_addressed|scope_matched|conversation_advanced|appropriate_confidence|generate_without_clarifying|ai_structured_response|ai_summarizes|false_confidence|ai_provides_example|factual_error|under_delivered,user_abandons_thread|user_implicit_correction
215331,2,ai_asked_clarifying_question|intent_addressed,user_provides_invalid_input
215515,7,ai_structured_response|intent_addressed|conversation_advanced|generate_without_clarifying|ai_summarizes|scope_matched|false_confidence|ai_hedges_uncertainty|silent_assumption|conversation_stalled|repetition|ai_provides_example|ai_provides_step_by_step,user_ambiguous_request|user_repeats_request
215557,1,ai_asserts_knowledge_limit|ai_refuses_or_declines|ai_provides_alternatives|intent_addressed|conversation_advanced|scope_matched|ethical_tension|performative_hedge,
215595,1,intent_addressed|scope_matched|conversation_advanced,
215643,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response,
215657,3,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|adaptation|under_delivered|ai_provides_step_by_step|ai_provides_example|ai_warns_user|silent_assumption|factual_error,user_scope_change|user_abandons_thread
215674,1,intent_addressed|conversation_advanced|scope_matched|ai_provides_alternatives|ai_offers_to_elaborate|appropriate_confidence,
215734,2,ai_refuses_or_declines|intent_missed|ai_asserts_knowledge_limit|false_confidence|problem_ignored|performative_hedge|conversation_stalled|ethical_tension|repetition|silent_assumption,user_ambiguous_request|user_repeats_request
215795,2,intent_addressed|conversation_advanced|scope_matched|appropriate_confidence|problem_surfaced|ai_provides_example|ai_structured_response,
215803,2,ai_structured_response|conversation_advanced|scope_matched|intent_addressed|generate_without_clarifying|under_delivered|adaptation|repetition,user_multi_request
215904,1,ai_provides_example|conversation_advanced|generate_without_clarifying|intent_addressed|ai_structured_response|scope_matched|silent_assumption,user_ambiguous_request
215931,1,ai_structured_response|conversation_advanced|scope_matched|intent_addressed|under_delivered,user_multi_request
215933,3,intent_addressed|scope_matched|conversation_advanced|appropriate_confidence|ai_references_prior_turn|adaptation,user_implicit_correction
215960,1,intent_addressed|conversation_advanced|scope_matched|ethical_tension,user_ambiguous_request
215978,1,ai_cites_source|ai_structured_response|intent_addressed|scope_matched|conversation_advanced|ai_hedges_uncertainty|false_confidence|factual_error,
216012,8,ai_asserts_knowledge_limit|ai_structured_response|ai_provides_example|ai_provides_caveats|intent_missed|under_delivered|conversation_advanced|false_confidence|performative_hedge|intent_addressed|scope_matched|ai_references_prior_turn|problem_ignored|factual_error|ai_provides_step_by_step|generate_without_clarifying|conversation_stalled|ai_hedges_uncertainty|adaptation|problem_surfaced|ai_offers_to_elaborate|repetition|ai_empathy_expressed|ai_asked_clarifying_question,user_ambiguous_request|user_scope_change|user_implicit_correction|user_asks_clarification|user_multi_request|user_expresses_dissatisfaction|user_repeats_request
216013,1,conversation_advanced|intent_addressed|ai_structured_response|under_delivered|ethical_tension|generate_without_clarifying,user_multi_request
216026,1,ai_provides_step_by_step|ai_structured_response|ai_provides_example|conversation_advanced|false_confidence|generate_without_clarifying|intent_addressed|factual_error,user_ambiguous_request
216032,2,ai_structured_response|intent_addressed|scope_matched|conversation_advanced|ai_provides_caveats|over_delivered|repetition,user_repeats_request
216042,2,ai_asked_clarifying_question|intent_addressed|scope_matched,
216097,2,intent_missed|generate_without_clarifying|problem_ignored|ai_provides_example|ai_structured_response|intent_addressed|conversation_advanced|adaptation|scope_matched|silent_assumption,user_ambiguous_request|user_repeats_request
216106,1,conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying,
216205,3,ai_refuses_or_declines|ai_flags_complexity|intent_addressed|scope_matched|generate_without_clarifying|performative_hedge|ai_validates_user|repetition|ai_hedges_uncertainty|ai_provides_caveats|conversation_advanced,user_ambiguous_request
216206,1,ai_structured_response|intent_addressed|conversation_advanced|scope_matched|ai_provides_example|ai_summarizes,
216210,2,conversation_advanced|over_delivered|appropriate_confidence|intent_addressed|scope_matched|performative_hedge|ai_structured_response|false_confidence|intent_missed|ai_provides_example|factual_error,user_validation_seeking
216218,1,ai_provides_step_by_step|ai_structured_response|ai_stated_interpretation|conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|ai_hedges_uncertainty|performative_hedge,user_provides_invalid_input
216260,2,intent_addressed|scope_matched|conversation_advanced|appropriate_confidence,
216303,3,ai_structured_response|intent_addressed|scope_matched|conversation_advanced|ai_provides_example|generate_without_clarifying|ai_provides_caveats|appropriate_confidence,user_validation_seeking|user_asks_clarification
216314,1,ai_asserts_knowledge_limit|intent_addressed|scope_matched|performative_hedge,user_validation_seeking
216442,1,intent_addressed|scope_matched|appropriate_confidence|ai_provides_example|conversation_advanced,
216446,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying,
216537,1,conversation_advanced|intent_addressed|scope_matched,
216582,1,intent_addressed|conversation_advanced|false_confidence,
216623,1,intent_addressed|conversation_advanced|scope_matched,user_multi_request
216625,3,intent_missed|generate_without_clarifying|silent_assumption|false_confidence|conversation_stalled|intent_addressed|conversation_advanced|scope_matched|ai_references_user_words,user_ambiguous_request
216640,10,conversation_advanced|intent_addressed|scope_matched|false_confidence|silent_assumption|ai_references_prior_turn|intent_missed|ai_refuses_or_declines|ai_asked_clarifying_question|ethical_tension|conversation_stalled|under_delivered|repetition|adaptation|generate_without_clarifying,user_scope_change|user_implicit_correction|user_repeats_request|user_ambiguous_request
216649,1,conversation_advanced|intent_addressed|scope_matched|over_delivered,
216662,1,intent_addressed|conversation_advanced|scope_matched|under_delivered|generate_without_clarifying,user_multi_request
216666,1,ai_provides_step_by_step|ai_structured_response|ai_provides_example|conversation_advanced|intent_addressed|scope_matched|ai_offers_to_elaborate|appropriate_confidence,
216828,1,intent_addressed|conversation_advanced|scope_matched|generate_without_clarifying,user_ambiguous_request
216834,3,false_confidence|under_delivered|factual_error|intent_missed|problem_ignored|conversation_stalled|error_commitment|ai_references_prior_turn|repetition,user_implicit_correction
216893,1,intent_missed|false_confidence|ai_implicit_refusal|under_delivered|ai_structured_response|generate_without_clarifying|problem_ignored|factual_error,user_multi_request
216897,15,ai_asserts_knowledge_limit|ai_provides_example|intent_missed|generate_without_clarifying|conversation_stalled|under_delivered|performative_hedge|conversation_advanced|intent_addressed|scope_matched|adaptation|appropriate_confidence|ai_hedges_uncertainty|ai_references_prior_turn|plow_through|repetition|off_topic_drift|over_delivered|false_confidence|ai_warns_user|problem_ignored|ai_empathy_expressed|ai_asked_clarifying_question,user_ambiguous_request|user_repeats_request|user_expresses_dissatisfaction
216928,2,ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_step_by_step|ai_structured_response|under_delivered|false_confidence|intent_missed|performative_hedge|ai_provides_caveats|ai_provides_example|adaptation|ai_self_contradiction|conversation_advanced|ai_hedges_uncertainty|intent_addressed|factual_error|repetition,user_multi_request|user_implicit_correction|user_repeats_request
216956,1,intent_addressed|conversation_advanced|ai_provides_caveats|ai_flags_complexity|false_confidence|scope_matched|off_topic_drift|factual_error|performative_hedge,
216967,2,intent_addressed|ai_flags_complexity|ai_provides_caveats|conversation_advanced|ai_hedges_uncertainty|false_confidence|off_topic_drift|scope_matched|performative_hedge|factual_error|ai_cites_source|ai_structured_response|ai_summarizes|adaptation,
217073,4,intent_addressed|conversation_advanced|scope_matched|ai_provides_example|ai_hedges_uncertainty|ai_structured_response|ai_provides_step_by_step|problem_ignored|factual_error|appropriate_confidence|ai_summarizes|ai_references_prior_turn|ai_references_user_words|false_confidence|ai_provides_caveats,user_multi_request|user_asks_clarification|user_scope_change
217139,3,ai_structured_response|conversation_advanced|intent_addressed|generate_without_clarifying|under_delivered|problem_ignored|performative_hedge|scope_matched|ai_provides_example|ai_provides_alternatives|ai_references_prior_turn|problem_surfaced,user_scope_change
217177,2,conversation_advanced|intent_addressed|ai_structured_response|scope_matched|false_confidence|under_delivered|adaptation|ai_references_prior_turn,user_scope_change
217251,1,ai_structured_response|ai_provides_alternatives|ai_warns_user|ai_provides_caveats|conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying,
217294,1,false_confidence|ai_provides_example|intent_addressed|ai_provides_step_by_step|conversation_stalled|factual_error,user_multi_request
217297,1,ai_structured_response|false_confidence|ai_provides_example|conversation_advanced|intent_addressed|factual_error,user_multi_request
217301,1,conversation_advanced|intent_addressed|scope_matched|silent_assumption,
217318,4,ai_provides_step_by_step|ai_structured_response|conversation_advanced|intent_addressed|scope_matched|appropriate_confidence|false_confidence|factual_error|ai_provides_example|generate_without_clarifying,user_abandons_thread|user_multi_request
217335,1,conversation_advanced|intent_addressed|over_delivered|ai_implicit_refusal,
217337,1,conversation_advanced|intent_addressed|under_delivered|ai_structured_response|ethical_tension,user_multi_request
217396,1,ai_provides_step_by_step|ai_structured_response|ai_provides_example|false_confidence|intent_addressed|conversation_advanced|over_delivered|factual_error,
217405,1,conversation_advanced|intent_addressed|over_delivered,
217444,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying,
217457,3,intent_addressed|scope_matched|conversation_advanced|ai_asserts_knowledge_limit|intent_missed|ai_self_contradiction|conversation_stalled|problem_ignored|performative_hedge|false_confidence|ai_empathy_expressed|ai_references_prior_turn|factual_error,user_multi_request
217463,1,intent_addressed|conversation_advanced|ai_structured_response|problem_ignored|false_confidence,user_multi_request
217498,1,ai_structured_response|ai_provides_step_by_step|conversation_advanced|intent_addressed|scope_matched|false_confidence|ai_cites_source|ai_provides_caveats|factual_error|performative_hedge,
217594,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|under_delivered,user_multi_request
217685,2,ai_asked_clarifying_question|intent_addressed|problem_surfaced|scope_matched|conversation_advanced|under_delivered|false_confidence|factual_error,
217716,6,ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_structured_response|ai_provides_step_by_step|intent_missed|false_confidence|under_delivered|conversation_stalled|factual_error|performative_hedge|plow_through|repetition|adaptation|conversation_advanced|intent_addressed|ai_provides_example|ai_provides_caveats|ai_references_prior_turn|problem_ignored|over_delivered|scope_matched|ai_cites_source|ai_malfunction,user_multi_request|user_repeats_request|user_implicit_correction|user_scope_change
217724,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|ai_provides_step_by_step|ai_references_user_words,user_multi_request
217733,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|ethical_tension|over_delivered|ai_references_user_words,user_multi_request
217758,3,conversation_advanced|ai_summarizes|scope_matched|intent_addressed|ai_structured_response|adaptation|under_delivered|problem_ignored,user_implicit_correction|user_repeats_request
217817,1,under_delivered|generate_without_clarifying|false_confidence|problem_ignored|intent_missed|over_delivered|factual_error,user_ambiguous_request
217823,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|silent_assumption,
217828,4,conversation_advanced|intent_addressed|generate_without_clarifying|scope_matched|silent_assumption|ai_references_prior_turn|adaptation,user_implicit_correction
217842,5,under_delivered|problem_ignored|false_confidence|intent_addressed|conversation_advanced|scope_matched|ai_provides_alternatives,
217944,1,intent_addressed|conversation_advanced|scope_matched|ethical_tension|under_delivered,user_multi_request
217974,10,ai_provides_step_by_step|ai_structured_response|false_confidence|conversation_advanced|factual_error|ai_acknowledges_correction|intent_addressed|scope_matched|ai_summarizes|ai_references_prior_turn|adaptation|conversation_stalled|repetition|under_delivered|problem_ignored,user_multi_request|user_repeats_request
217987,1,ai_structured_response|conversation_advanced|intent_addressed|ai_cites_source|false_confidence|scope_matched|factual_error,user_multi_request
218011,1,intent_addressed|conversation_advanced|scope_matched|under_delivered,
218069,3,ai_asked_clarifying_question|intent_addressed|conversation_advanced|ai_structured_response|ai_provides_example|ai_provides_caveats|appropriate_confidence|ai_warns_user|ai_hedges_uncertainty|scope_matched|problem_surfaced|adaptation|ai_provides_step_by_step|factual_error,user_ambiguous_request|user_implicit_correction
218079,2,ai_structured_response|under_delivered|intent_missed|conversation_stalled|silent_assumption|ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_step_by_step|ai_self_contradiction|plow_through|performative_hedge,user_multi_request|user_repeats_request
218162,2,intent_addressed|conversation_advanced|scope_matched|generate_without_clarifying|ai_asserts_knowledge_limit|ai_stated_interpretation|conversation_stalled|performative_hedge,user_provides_invalid_input
218318,2,intent_addressed|conversation_advanced|scope_matched|under_delivered|ai_references_user_words|ai_structured_response|ai_references_prior_turn,user_multi_request|user_scope_change
218358,2,conversation_advanced|intent_addressed|scope_matched|false_confidence|under_delivered|problem_ignored|factual_error|adaptation|ai_acknowledges_correction|ai_structured_response|appropriate_confidence|ai_references_prior_turn|repetition,user_expresses_dissatisfaction
218399,1,intent_missed|off_topic_drift|ai_refuses_or_declines|conversation_stalled|problem_ignored|performative_hedge,user_provides_invalid_input
218434,10,ai_refuses_or_declines|ai_asserts_knowledge_limit|intent_missed|under_delivered|conversation_stalled|ai_implicit_refusal|performative_hedge|ai_flags_complexity|ai_provides_caveats|ai_hedges_uncertainty|generate_without_clarifying|ai_warns_user|problem_ignored|plow_through|repetition|conversation_advanced|ai_structured_response|ai_provides_example|intent_addressed|false_confidence|adaptation|factual_error|scope_matched|ai_references_prior_turn|ai_self_contradiction|ai_acknowledges_correction|ai_provides_step_by_step,user_ambiguous_request|user_asks_clarification|user_expresses_dissatisfaction|user_implicit_correction|user_scope_change|user_repeats_request
218448,5,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|ai_provides_step_by_step|generate_without_clarifying|silent_assumption|adaptation|problem_ignored|under_delivered|ai_malfunction,
218500,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|false_confidence,
218597,3,intent_addressed|conversation_advanced|over_delivered|scope_matched|ai_references_prior_turn,
218612,3,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|scope_matched|ai_references_prior_turn,
218636,1,conversation_advanced|intent_addressed|over_delivered|intent_missed|ai_provides_caveats|generate_without_clarifying,
218650,1,conversation_advanced|intent_addressed|under_delivered|ethical_tension|ai_structured_response|generate_without_clarifying,
218686,1,intent_missed|conversation_stalled|problem_ignored|under_delivered,
218717,1,ai_refuses_or_declines|under_delivered|ethical_tension|conversation_stalled|performative_hedge,
218742,4,intent_addressed|conversation_advanced|ai_stated_interpretation|over_delivered|scope_matched|silent_assumption|adaptation|ai_references_prior_turn,user_implicit_correction
218875,5,ai_structured_response|ai_provides_caveats|conversation_advanced|intent_addressed|scope_matched|ai_asserts_knowledge_limit|performative_hedge|ai_provides_example|false_confidence|ai_provides_step_by_step|ai_references_prior_turn|factual_error|ai_flags_complexity|ai_hedges_uncertainty|appropriate_hedge|ai_cites_source|ai_provides_alternatives|over_delivered,user_asks_clarification
218920,1,conversation_advanced|ai_summarizes|intent_addressed|scope_matched,
218938,2,intent_addressed|ai_offered_options|ai_provides_alternatives|ai_structured_response|ai_provides_example|conversation_advanced|scope_matched|ai_hedges_uncertainty|appropriate_hedge,user_multi_request|user_validation_seeking|user_abandons_thread
218943,4,ai_asked_clarifying_question|intent_missed|generate_without_clarifying|ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_alternatives|ai_self_contradiction|conversation_stalled|intent_addressed|performative_hedge,user_ambiguous_request|user_implicit_correction
218955,1,conversation_advanced|intent_addressed|ai_self_contradiction|problem_ignored|scope_matched,
219004,1,generate_without_clarifying|ai_structured_response|over_delivered|intent_missed|silent_assumption,user_ambiguous_request|user_provides_invalid_input
219022,3,false_confidence|under_delivered|factual_error|ai_asked_clarifying_question|intent_addressed|scope_matched|adaptation|ai_provides_example|ai_provides_step_by_step|ai_structured_response|conversation_advanced|ai_offers_to_elaborate,user_ambiguous_request
219119,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|scope_matched|factual_error|silent_assumption,
219121,4,conversation_advanced|intent_addressed|scope_matched|ai_implicit_refusal|under_delivered|ai_references_prior_turn,user_scope_change
